title,brand,price,description,material,size,color,url,img_url
,Buttonscarves,425000,Koleksi terbaru Monogram Voile Square - Mushroom dari Buttonscarves,voile,All Size,Multicolor,https://www.hijup.com/id/hijab-motif/127623-monogram-voile-square-mushroom,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/689868/big_BUTTONSCARVES_MONOGRAM_SERIES_IN_MUSHROOM_5.JPG
Basic Tie Inner in Silver Grey,,69000,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/740267/smaller_v1-989-132133-217893-26424-46-325480.jpg
,Buttonscarves,225000,Koleksi terbaru Monogram Nylon Socks - Tan dari Buttonscarves,"92% Nylon, 8% Lycra",All Size,Multicolor,https://www.hijup.com/id/socks/130240-monogram-nylon-socks-tan,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/705581/big_Tan.jpg
Meara One Set,,1250000,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=1,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/681291/smaller_N5D_3191_copy.jpg
Basic Pleats Skirt Maroon,,180000,,,,,https://www.hijup.com/id/categories/rok,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/694410/smaller_315386.jpg
3 Ply EarLoop Cloth Mask 01,,30000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=31,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/363366/smaller_big_v1-582-63739-118734-22147-46-159187.jpg
Set Sporty Claudia - Hitam,,699000,,,,,https://www.hijup.com/id/categories/pakaian-olahraga,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/765926/smaller_IMG_6396.JPG
Lady Dress,,275000,,,,,https://www.hijup.com/id/categories/dress?product_search%5Bpage%5D=16,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/458106/smaller_209973.jpg
Meara One Set,,1250000,,,,,https://www.hijup.com/id/categories/setelan,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/681291/smaller_N5D_3191_copy.jpg
Basic Sweater Tunic,,175000,,,,,https://www.hijup.com/id/categories/tunik,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/459437/smaller_210717.jpg
Basic Pleats Cullote Mauve,,180000,,,,,https://www.hijup.com/id/categories/bawahan,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/694384/smaller_315395.jpg
Kami Gale Top Plain Ivory Coco,,699000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/762755/smaller_Plain-Gale-Two-Tone-Top-Ivory-Coco-5.jpg
Aisya Top,,159000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=20,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/317573/smaller_155362.jpg
Basic Scarf - Pearl Blue,,275000,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/754560/smaller_BUTTONSCARVES_BASIC_SCARF_IN_PEARL_BLUE_1.JPG
Hermosa Voile Square - Cassia,,475000,,,,,https://www.hijup.com/id/categories/hijab?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/760124/smaller_BUTTONSCARVES_HERMOSA_SQUARE_IN_CASSIA_2.jpg
Cotton Thumb Socks,,25000,,,,,https://www.hijup.com/id/categories/kaos-kaki,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/621100/smaller_v1-586-111288-187233-25120-46-274157.jpg
Oversized Cotton Rani,,239000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=2,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/411575/smaller_HJP_LGRY.jpg
Cotton Thumb Socks,,25000,,,,,https://www.hijup.com/id/categories/aksesoris,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/621100/smaller_v1-586-111288-187233-25120-46-274157.jpg
Salsa Outer,,320000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=29,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/470573/smaller_215095.jpg
,LEZAHRASIGNATURE,449000,SET Sporty Gita  dari LEZAHRASIGNATURE. Koleksi Sport muslim terbaru dengan material yang nyaman dikenakan.,Setelan Training Olahraga,XXL,Coklat,https://www.hijup.com/id/sport/140493-set-gita-setelan-training-sporty-oneset-sweater-longpant,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/766103/big_IMG_2158.JPG
Namia Bergo,,89000,,,,,https://www.hijup.com/id/categories/hijab-instan,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/595226/smaller_267904.jpg
,LEZAHRASIGNATURE,369000,Setelan Training Olahraga Aisyah X Indah Nada dari LEZAHRASIGNATURE. Koleksi Matching Sets muslim terbaru dengan material yang nyaman dikenakan.,Soft Babyterry,M /2321.CL,Mint - Teracota,https://www.hijup.com/id/sport/132964-set-aisyah-indah-nada-puspita-approved-setelan-training-sporty,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/719633/big_ZL_MNT_3.jpg
Twinkle Color Label Scarf - Caramel,,295000,,,,,https://www.hijup.com/id/categories/hijab?product_search%5Bpage%5D=45,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/304136/smaller_v1-667-60841-113251-21232-46-151324-3.jpg
Kami Rossa Dress Navy,,1199000,,,,,https://www.hijup.com/id/categories/dress?product_search%5Bpage%5D=14,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/714595/smaller_ROSSA_DRESS_NAVY_1.jpg
New Makayla Dress for HIJUP,,599000,,,,,https://www.hijup.com/id/products/most-popular,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/328961/smaller_New_Makayla_Dress_for_HIJUPv1-778-62020-115218-21647-46-153959.jpg
Tunik Vashila Golden Ivory,,375000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=11,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/310139/smaller_153517.jpg
,Buttonscarves,275000,Koleksi terbaru Basic Scarf - Goat dari Buttonscarves,premium voile,All Size,Multicolor,https://www.hijup.com/id/hijab-polos/138555-basic-scarf-goat,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/754520/big_BUTTONSCARVES_BASIC_SCARF_IN_GOAT_1.JPG
Kefalu Top,,700000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=18,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/403096/smaller_186554.jpg
Basic Pleats Cullote Mauve,,180000,,,,,https://www.hijup.com/id/categories/celana,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/694384/smaller_315395.jpg
,LEZAHRASIGNATURE,299000,Kemeja Cotton Zahra dari LEZAHRASIGNATURE. Koleksi Blouse muslim terbaru dengan material yang nyaman dikenakan.,- Kemeja lengan panjang,XL /9055.BYL,Pink Barbie,https://www.hijup.com/id/blouse/133256-kemeja-cotton-zahra,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/722840/big_HJP_KEMEJA_LINEN_KATUN_ZAHRA_PINK.jpg
Shiva 173 Caliana Blandra Maxi Brown,,385000,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=5,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/765090/smaller_Shiva_173_Brown__1_.jpg
Shafwa 030 Fadwah Spesial Hajji Mukena Light Grey,,175000,,,,,https://www.hijup.com/id/categories/aksesoris?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/758489/smaller_shofwa_030.jpg
Yoenik Apparel Yoojin Midi Dress (Free Belt) Mauve M18869 R107S1,,95000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/750769/smaller_DSCF2565.jpg
Ruffles Blouse.20,,320000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/347461/smaller_v1-350-65996-122472-22504-46-166368.jpg
Sophia Silver Blazer,,299000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=27,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/483309/smaller_SOPHIA-01-min.jpg
Buttonscarves Disposable Mask - Pink,,175000,,,,,https://www.hijup.com/id/categories/aksesoris?product_search%5Bpage%5D=19,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/401927/smaller_Buttonscarves_Disposeable_Mask_-_Pink_4.jpg
Casual Boho,,60000,,,,,https://www.hijup.com/id/categories/sepatu,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/428678/smaller_Casual_Boho_6.JPG
Safa Easy Instant - White,,245000,,,,,https://www.hijup.com/id/categories/hijab-instan?product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/739202/smaller_Safa_Easy_Instant_8_copy.jpg
Zanitha Luxury Black,,429000,,,,,https://www.hijup.com/id/categories/dress?product_search%5Bpage%5D=13,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/719261/smaller_v1-713-131716-217042-26410-46-324308.jpg
,Senja.id,599000,Dress Vintage Cream dari Senja.id. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Cream,https://www.hijup.com/id/long-dress/131379-dress-vintage-cream,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/712485/big_DSCF1530.jpg
Stacy Pants,,245000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=28,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/551062/smaller_247849.jpg
Casa Series Dress Oat,,449000,,,,,https://www.hijup.com/id/categories/dress?product_search%5Bpage%5D=12,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/748976/smaller_Casa_Series_Dress_Oat.jpeg
Hijup Basic Clara Square Green Milieu,,109000,,,,,https://www.hijup.com/id/categories/hijab-polos,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710454/smaller_323288.jpg
Kami Soya Tunic Beige,,475000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=9,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/602937/smaller_KAMI-SOYA-TUNIC-BEIGE-1.png
Bergo Elsa Magenta Jumbo,,80000,,,,,https://www.hijup.com/id/categories/hijab-instan?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/578283/smaller_bergo_elsa_magenta_1-min.jpg
MECCANISM - ESTELLE PANTS,,269900,,,,,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=10,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/505282/smaller_WhatsApp_Image_2022-03-24_at_15.47.27__13_.jpeg
,CHALE Official,120000,"Basic Bergo dari CHALE sangat cocok untuk dikenakan sehari-hari.

- Hijab Bergo.
- Bahan nyaman, adem dan ringan.
- Detail tali belakang.",Diamond Crepe,All Size,Maroon,https://www.hijup.com/id/instan-hijab/79010-basic-bergo-in-maroon,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/426656/big_v1-582-62470-116466-21868-46-155556.jpg
Sora Plain Pashmina in English Ivy,,99000,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=6,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/729027/smaller_v1-989-134030-221101-26556-46-330202.jpg
Kulot Katun Basic - Celana Panjang Muslim Wanita Putih,,239000,,,,,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=3,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/742479/smaller_HJP_WHT3.jpg
Alunicorn - Esme Blouse Pita Mulberry - Blouse Plisket,,229000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=26,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/642254/smaller_9__5_.png
Siselyo Rena Knit Tops Burgundy M18916 R74S2,,145000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=5,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/762075/smaller_DSCF7806.jpg
Yoenik Apparel Sujin Home Dress Sunset M18429 R39S5,,90000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710787/smaller_DSCF6257.jpg
,HIKMAT,1899000,A6922 dari HIKMAT. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,Premium,,Black,https://www.hijup.com/id/long-dress/130936-a6922,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/709951/big_A6922-samping-WEB.jpg
,Hajeera,175500,Levi Gamis Blue dari Hajeera. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,"Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",,Blue,https://www.hijup.com/id/long-dress/134903-levi-gamis-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/733662/big_v1-1852-134903-222362-26605-70-332514.jpg
Namia Bergo,,89000,,,,,https://www.hijup.com/id/categories/hijab-instan?product_search%5Bpage%5D=1,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/595226/smaller_267904.jpg
Shimmer Black Label Scarf - Mustard,,395000,,,,,https://www.hijup.com/id/categories/hijab-polos?product_search%5Bpage%5D=8,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/304094/smaller_v1-667-60838-113248-21232-46-151321.jpg
,HIKMAT,1599000,A9211-03 dari HIKMAT. Koleksi Long Dress muslim terbaru dengan material yang nyaman dikenakan.,dobby exclusive,,Black,https://www.hijup.com/id/long-dress/130937-a9211-03,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710041/big_A9211-03-BLACK-DEPAN-WEB.jpg
Basic Pleats Cullote Mauve,,180000,,,,,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=1,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/694384/smaller_315395.jpg
Herhyta Cardigan,,187400,,,,,https://www.hijup.com/id/tags/dec-pd?utm_campaign=flashpd&utm_content=decpd&utm_medium=flashbanner&product_search%5Bpage%5D=7,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/361540/smaller_172591.jpg
DEFECT / SALE Longpant Twill Hilda ,,298000,,,,,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=8,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547679/smaller_ABT.jpg
Long Tunik Terbaru Wanita kesan 2 pcs LG 780 Katun Premium,,209000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=7,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/713012/smaller_19.jpg
,Benang Jarum,675000,Greece Blouse With Tie - Blue dari Benang Jarum. Koleksi Blouse muslim terbaru dengan material yang nyaman dikenakan.,"50% Cotton, 50% Modal
",S,Blue,https://www.hijup.com/id/blouse/137359-greece-blouse-with-tie-blue,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/752599/big_Greece_Blouse_With_Tie_-_Blue.jpg
Siselyo Diya Oversize Tops Burgundy M18660 R32S4,,115000,,,,,https://www.hijup.com/id/categories/blus?product_search%5Bpage%5D=6,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/732591/smaller_DSCF1245-.jpg
Signature Milesa Pants 794.52377.19,,579900,,,,,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/743404/smaller_exit_HEN_9303.jpg
,Yoenik,100000,"Hello beauty! Ingin tampil lebih feminim dan anggun? Kamu harus coba midi dress yang satu ini. Dengan detail ala overall dan inner menyatu bikin look kamu super eye catching! detail kancing di bagian depannya juga sangat memudahkan pemakaian (bisa busui friendly ya). Cocok dikenakan di berbagai acara, apalagi untuk acara santai. Padukan dengan high heels/flat shoes untuk look yang chic and fashionable! Yuk check out sekarang!
","
- Polyester Knit mix crinkle material
",Allsize,Sage,https://www.hijup.com/id/tunik/130850-yoenik-apparel-namju-midi-dress-sage-m18366-r85s1,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/712316/big_DSCF6155.jpg
Marwa WLP,,185000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=24,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/678445/smaller_v1-59-122022-205983-25839-46-305928.jpg
Nadjani Casia Dress Brown,,495000,,,,,https://www.hijup.com/id/categories/tunik?product_search%5Bpage%5D=5,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/741062/smaller_Hijup_Casia_Dress_Brown_1.jpg
Cozy Scarf Powder,,99000,,,,,https://www.hijup.com/id/categories/hijab-polos?product_search%5Bpage%5D=6,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/755393/smaller_COZY_SCARF_POWDER.jpeg
,Riza Nagari,250000,Sisipkan kesan elegan dalam koleksi Riza Nagari Star Black Label Scarf - Thai Tea. Hijab segi empat mewah dengan material lembut dan detail beads.,- Bahan ringan dan nyaman.,,Thai Tea,https://www.hijup.com/id/hijab-polos/60842-star-black-label-scarf-thai-tea,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/304139/big_v1-667-60842-113252-21232-46-151325.jpg
Hijup Basic Clara Square Green Milieu,,109000,,,,,https://www.hijup.com/id/categories/hijab-polos?product_search%5Bpage%5D=1,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710454/smaller_323288.jpg
Black,Wcraft,100000,"Bellova Sandal Produk wcraft lokal kekinian dengan model yang unik,  , ringan dan cocok digunakan untuk aktifitas sehari-hari.",PU Leather,36,Black,https://www.hijup.com/id/shoes/82994-bellova-sandal,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/446754/big_FPK202110196.JPG
,Elbise Moslemwear Official,298000,"Set tunik terdiri dari atasan tunik dan celana panjang dengan desain aplikasi renda lace yang cantik, elegan dan sangat sesuai digunakan untuk acara keluarga atau acara spesial lainnya. Atasan tunik dengan kancing sembunyi dan terdapat belahan samping. Celana panjang full karet agar tetap nyaman digunakan seharian. 

Terdiri dari 2 ukuran yaitu S/M dan L/XL",Airflow,S-M,Mauve,https://www.hijup.com/id/tunik/110621-ellena-set-mauve,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/606967/big_Mouve1.JPG
Plain Voal Trio Set,,179000,,,,,https://www.hijup.com/id/categories/hijab-polos?product_search%5Bpage%5D=7,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/485952/smaller_219902.jpg
Grey,Clover clothing,195000,"Tunic ALAINA by Clover Clothing

Tunic berbahan katun premium yang diproduksi dengan teknik yarndyed berwarna kombinasi pastel yang soft. Di desain simple namun dengan detail unik pada saku, lengan dan pada bagian dada. Belahan pada kedua sisi bagian bawah tunic, lipitan pada bagian punggung. Kancing sepanjang dada sebagai bukaan, busui friendly. Terdapat 4 warna untuk dikoleksi; Dusty Pink, Grey, Salem & Violet. Tersedia ukuran S, M, L, XL, XXL & 3XL. Tampil kompak dengan si kecil menggunakan Pant sets Alaina by Thaluna Kids Clothing. Diproduksi terbatas.

Harga:
Rp. 185.000 (S/M/L/XL)
Rp. 195.000 (XXL/3XL)
*Tunic Only",katun premium,S,Violet,https://www.hijup.com/id/tunik/112838-tunic-alaina,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/618226/big_tunic_ailana_violet_1.jpg
,Alunicorn,189000,"Kai Knit Pants 

Kai Pants merupakan celana berbahan knit premium yang handmade sehingga lembut, stretchy, flowy dan nyaman. Memiliki pinggang full karet sehingga tidak perlu takut kekecilan. Cuttingannya dibuat wide leg sehingga memberi efek jenjang, cocok digunakan di acara santai maupun semi formal.


Size Chart :

A/B

Panjang Celana               : 100/100

Lingkar Pinggang            : 60/64

Lingkar Pinggul                : 82/84

Lingkar Paha                    : 52/54


Warna : Teal (Hijau tosca), Deep Taupe, Charcoal, Brown Sugar, Jade Black, Simple Taupe, Pumpkin (orange), Deep Pink, Off White, Forest Green.


Notes :

Kemungkinan perbedaan sedikit warna antara barang yang difoto dan barang aslinya, dikarenakan faktor cahaya dan setting layar tampilan Anda, atau flash kamera. 


Instruksi Perawatan :

Jangan gunakan pemutih

Jangan dicuci di mesin cuci

Setrika dengan panas rendah","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",B (L-XL),Off White,https://www.hijup.com/id/pants/126666-alunicorn-kai-pants-pants-wanita-knit-rajut-off-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/686268/big_FOTO_PRODUK_WEB_12.png
Alunicorn - Nura Dress Cranberries - Dress Plisket,,384000,,,,,https://www.hijup.com/id/tags/dec-pd?product_search%5Bpage%5D=25,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/641650/smaller_38__1_.png
